,Business_Unit,Country_Name,Prestige_Region,Site_Key,Customer_Key,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommendation_6,Recommendation_7,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,beauty_box_score,professional_skincare_score,prestige_skincare_score,cosmetics_score,hair_score,fragrance_score,devices_score,categories_purchased,categories_not_purchased,Recommendation_1_existing_categories,Recommendation_2_existing_categories
10,US,Canada,North America,166,166828019,Cosmetics,Fragrance,Hair,Beauty_box,Devices,Prestige_skincare,Professional_skincare,0.0017797556,0.00095003657,0.00015964359,-8.668378e-05,-0.00047220313,-3.4028235e+38,-3.4028235e+38,0.0,0.30784783887092365,0.193848337811913,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,professional_skincare,prestige_skincare
11,US,Canada,North America,166,158531785,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007158434,0.00048731267,0.00038650818,0.0002176296,-0.00012348802,-0.00078365393,-3.4028235e+38,0.0,0.5608695646139269,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
12,US,Canada,North America,166,115396669,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007133549,0.00048196875,0.00038918108,0.00021612272,-0.000111468136,-0.0007424541,-3.4028235e+38,0.0,0.5366794471641138,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
13,US,Canada,North America,166,167520846,Cosmetics,Prestige_skincare,Beauty_box,Fragrance,Devices,Hair,Professional_skincare,0.0015676608,0.0015595164,0.0014128108,0.0002057068,-0.0007236204,-3.4028235e+38,-3.4028235e+38,0.0,0.48873346338613677,0.0,0.0,0.11969002244913798,0.0,0.0,Hair_Professional_Skincare,Beauty_Box_Cosmetics_Fragrance_Prestige_Skincare_Devices,professional_skincare,hair
14,US,Canada,North America,166,164489873,Devices,Prestige_skincare,Fragrance,Beauty_box,Hair,Cosmetics,Professional_skincare,0.0056109196,0.002521257,0.0011893995,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.33022624835655073,0.17220185384796,0.0,0.33301340231323706,0.1967218654686408,0.0,0.0,Beauty_Box_Cosmetics_Hair_Professional_Skincare,Fragrance_Prestige_Skincare_Devices,cosmetics,beauty_box
15,US,Canada,North America,166,89100422,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007148641,0.00048522,0.00038753636,0.00021701865,-0.000118723605,-0.0007678941,-3.4028235e+38,0.0,0.5515634768350378,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
16,US,Canada,North America,166,183903899,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071303546,0.00048121717,0.00038956478,0.00021590665,-0.00010978966,-0.00073649734,-3.4028235e+38,0.0,0.5332131975212164,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
17,US,Canada,North America,166,161063032,Cosmetics,Fragrance,Beauty_box,Devices,Hair,Prestige_skincare,Professional_skincare,0.0014769174,0.0010516476,0.0007734392,-0.000402553,-0.00045780092,-3.4028235e+38,-3.4028235e+38,0.0,0.3441022883567196,0.40738580846118716,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,prestige_skincare,professional_skincare
18,US,Canada,North America,166,166782517,Professional_skincare,Fragrance,Cosmetics,Beauty_box,Devices,Hair,Prestige_skincare,0.0015611369,0.0014297199,0.000816055,0.0004638899,-0.00041792466,-0.00070999423,-3.4028235e+38,0.0,0.0,0.5199252670961104,0.0,0.0,0.0,0.0,Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Professional_Skincare_Devices,prestige_skincare,
19,US,Canada,North America,166,161059720,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007132152,0.00048163813,0.00038935058,0.0002159886,-0.00011071097,-0.00073988456,-3.4028235e+38,0.0,0.5351572075663233,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
20,US,Canada,North America,166,163188020,Fragrance,Hair,Devices,Prestige_skincare,Cosmetics,Beauty_box,Professional_skincare,0.003596716,0.0020503448,0.0017390035,0.00079200254,-0.00086285954,-3.4028235e+38,-3.4028235e+38,0.3648243378366535,0.13724836596969603,0.0,0.0,0.0,0.0,0.0,Beauty_Box_Professional_Skincare,Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,beauty_box,professional_skincare
21,US,Canada,North America,166,154992049,Devices,Prestige_skincare,Hair,Beauty_box,Fragrance,Cosmetics,Professional_skincare,0.0010808441,0.0002142489,-3.8422644e-05,-0.00035334937,-0.0027193725,-3.4028235e+38,-3.4028235e+38,0.0,0.2279853114470761,0.0,0.3636599426176746,0.0,0.0,0.0,Cosmetics_Professional_Skincare,Beauty_Box_Hair_Fragrance_Prestige_Skincare_Devices,cosmetics,professional_skincare
22,US,Canada,North America,166,171272668,Cosmetics,Fragrance,Beauty_box,Devices,Hair,Prestige_skincare,Professional_skincare,0.0014688172,0.0010218993,0.000795614,-0.00051756087,-0.0006072987,-3.4028235e+38,-3.4028235e+38,0.0,0.2727365663538779,0.3554604319570246,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,prestige_skincare,professional_skincare
23,US,Canada,North America,166,166259216,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007152618,0.00048599578,0.00038716197,0.00021725893,-0.00012047216,-0.0007736143,-3.4028235e+38,0.0,0.5549121852538004,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
24,US,Canada,North America,166,109907921,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071113603,0.00047716033,0.00039170682,0.00021482259,-0.000100746285,-0.00070317276,-3.4028235e+38,0.0,0.5140871993324787,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
25,US,Canada,North America,166,171364282,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007101279,0.0004747957,0.00039295666,0.00021429919,-9.565661e-05,-0.0006832266,-3.4028235e+38,0.0,0.5028089877941437,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
26,US,Canada,North America,166,180216140,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071214186,0.0004792977,0.0003905706,0.0002153907,-0.00010559126,-0.0007211184,-3.4028235e+38,0.0,0.524345131783288,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
27,US,Canada,North America,166,174526307,Hair,Cosmetics,Professional_skincare,Beauty_box,Prestige_skincare,Fragrance,Devices,0.0019627018,0.0011805634,0.00058382144,0.00031912816,-0.00016509974,-0.0012396094,-3.4028235e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.5298444918697846,Devices,Beauty_Box_Cosmetics_Hair_Fragrance_Professional_Skincare_Prestige_Skincare,devices,
28,US,Canada,North America,166,167639647,Professional_skincare,Devices,Beauty_box,Fragrance,Hair,Cosmetics,Prestige_skincare,0.004299394,-9.67189e-05,-0.00028223637,-0.000914922,-0.0010311538,-3.4028235e+38,-3.4028235e+38,0.0,0.0,0.25881049838718095,0.3352567030942072,0.0,0.0,0.0,Cosmetics_Prestige_Skincare,Beauty_Box_Hair_Fragrance_Professional_Skincare_Devices,cosmetics,prestige_skincare
29,US,Canada,North America,166,168701147,Fragrance,Devices,Beauty_box,Hair,Cosmetics,Prestige_skincare,Professional_skincare,0.0029713959,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.1723902780345169,0.40417364311715503,0.11083025612231831,0.04806948452128965,0.10887285151360773,0.0,0.055990619481199065,Beauty_Box_Cosmetics_Hair_Professional_Skincare_Prestige_Skincare_Devices,Fragrance,professional_skincare,beauty_box
30,US,Canada,North America,166,166846998,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007099849,0.00047452003,0.00039312989,0.00021420233,-9.4964635e-05,-0.00068070646,-3.4028235e+38,0.0,0.5014534876622505,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
31,US,Canada,North America,166,166031259,Professional_skincare,Hair,Beauty_box,Devices,Fragrance,Cosmetics,Prestige_skincare,0.003346202,-0.0007929746,-0.0015086243,-0.0017138167,-0.002092109,-3.4028235e+38,-3.4028235e+38,0.0,0.0,0.40038377916844103,0.10177811153655691,0.0,0.0,0.0,Cosmetics_Prestige_Skincare,Beauty_Box_Hair_Fragrance_Professional_Skincare_Devices,prestige_skincare,cosmetics
32,US,Canada,North America,166,179668428,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007099975,0.00047454052,0.00039311312,0.00021420792,-9.503565e-05,-0.0006808471,-3.4028235e+38,0.0,0.501488094009393,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
33,US,Canada,North America,166,166028239,Beauty_box,Cosmetics,Prestige_skincare,Fragrance,Devices,Hair,Professional_skincare,0.002418505,0.0017941585,0.0006210096,0.0003428273,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.0,0.5028194757298124,0.0,0.0,0.1462108611343057,0.0,0.10585585677296003,Hair_Professional_Skincare_Devices,Beauty_Box_Cosmetics_Fragrance_Prestige_Skincare,professional_skincare,hair
34,US,Canada,North America,166,177826012,Devices,Beauty_box,Hair,Fragrance,Cosmetics,Prestige_skincare,Professional_skincare,0.0007158362,-7.711537e-05,-0.0005084127,-0.0013506655,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.0,0.3867301079644452,0.28873382013345744,0.23921429258801707,0.0,0.0,0.0,Cosmetics_Professional_Skincare_Prestige_Skincare,Beauty_Box_Hair_Fragrance_Devices,professional_skincare,prestige_skincare
35,US,Canada,North America,166,181645339,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007125954,0.00048027,0.0003900323,0.00021562912,-0.000107674394,-0.0007289648,-3.4028235e+38,0.0,0.5288579074713663,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
36,US,Canada,North America,166,170710077,Hair,Cosmetics,Professional_skincare,Beauty_box,Prestige_skincare,Fragrance,Devices,0.0019622454,0.0011292957,0.0006465814,0.00035184226,-0.0002005992,-0.0011478888,-3.4028235e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.5011467857521288,Devices,Beauty_Box_Cosmetics_Hair_Fragrance_Professional_Skincare_Prestige_Skincare,devices,
37,US,Canada,North America,166,180187282,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071491394,0.00048522092,0.00038751774,0.00021704473,-0.00011881674,-0.0007679397,-3.4028235e+38,0.0,0.5515337426101456,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
38,US,Canada,North America,166,166024292,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007119966,0.00047895405,0.00039070658,0.00021532178,-0.000104760984,-0.00071831327,-3.4028235e+38,0.0,0.5227316079677105,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
39,US,Canada,North America,166,158940457,Fragrance,Hair,Prestige_skincare,Professional_skincare,Devices,Cosmetics,Beauty_box,0.003879114,0.0032932516,0.0024320483,0.0018147901,0.0011632385,0.0007575536,-3.4028235e+38,0.5210088107254961,0.0,0.0,0.0,0.0,0.0,0.0,Beauty_Box,Cosmetics_Hair_Fragrance_Professional_Skincare_Prestige_Skincare_Devices,beauty_box,
40,US,Canada,North America,166,185114847,Cosmetics,Fragrance,Beauty_box,Hair,Devices,Prestige_skincare,Professional_skincare,0.0015560323,0.0009613428,0.0002820026,-0.0003941562,-0.0006660288,-3.4028235e+38,-3.4028235e+38,0.0,0.32447183437903115,0.22917399218519732,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,professional_skincare,prestige_skincare
41,US,Canada,North America,166,170570191,Fragrance,Hair,Prestige_skincare,Professional_skincare,Cosmetics,Devices,Beauty_box,0.0039603105,0.0030607693,0.0025819205,0.0020967703,0.00094167097,0.00067881553,-3.4028235e+38,0.6058199966380977,0.0,0.0,0.0,0.0,0.0,0.0,Beauty_Box,Cosmetics_Hair_Fragrance_Professional_Skincare_Prestige_Skincare_Devices,beauty_box,
42,US,Canada,North America,166,164574644,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071452605,0.00048445445,0.00038791075,0.00021680817,-0.00011703838,-0.00076183584,-3.4028235e+38,0.0,0.5479939454964351,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
43,US,Canada,North America,166,118682438,Cosmetics,Fragrance,Beauty_box,Hair,Devices,Prestige_skincare,Professional_skincare,0.0013881307,0.00095328875,0.00082379207,-0.00053432956,-0.0005700155,-3.4028235e+38,-3.4028235e+38,0.0,0.40863674384001003,0.24813733316154812,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,professional_skincare,prestige_skincare
44,US,Canada,North America,166,180539744,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007116422,0.00047814846,0.00039114617,0.00021509454,-0.00010297308,-0.000711645,-3.4028235e+38,0.0,0.5188916479559021,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
45,US,Canada,North America,166,183076989,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071502477,0.0004854733,0.00038738735,0.00021711178,-0.00011928915,-0.00076974835,-3.4028235e+38,0.0,0.5526315787929719,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
46,US,Canada,North America,166,166648014,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.0007139668,0.00048324652,0.0003885124,0.00021646544,-0.00011437386,-0.0007527564,-3.4028235e+38,0.0,0.5426641106354775,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
47,US,Canada,North America,166,169255983,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071957894,0.0004952317,0.00038280338,0.00022018328,-0.000141392,-0.0008401703,-3.4028235e+38,0.0,0.5950208843993471,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
48,US,Canada,North America,166,118072523,Devices,Beauty_box,Fragrance,Hair,Cosmetics,Prestige_skincare,Professional_skincare,0.0027021877,0.0012168735,-0.00083367527,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.0,0.2406101547286011,0.4090798923388094,0.28887534520211766,0.33136258575821154,0.0,0.0,Cosmetics_Hair_Professional_Skincare_Prestige_Skincare,Beauty_Box_Fragrance_Devices,prestige_skincare,hair
49,US,Canada,North America,166,182138607,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071060983,0.0004759347,0.00039232709,0.00021451339,-9.8089455e-05,-0.0006930018,-3.4028235e+38,0.0,0.5083333320021273,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
50,US,Canada,North America,166,183315709,Professional_skincare,Fragrance,Cosmetics,Beauty_box,Devices,Hair,Prestige_skincare,0.0015625106,0.0014116834,0.0008163343,0.00046270946,-0.000417559,-0.0007112031,-3.4028235e+38,0.0,0.0,0.5449348048377418,0.0,0.0,0.0,0.0,Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Professional_Skincare_Devices,prestige_skincare,
51,US,Canada,North America,166,184703340,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071422243,0.000483796,0.0003882628,0.00021661259,-0.000115552684,-0.00075683836,-3.4028235e+38,0.0,0.5450757594721685,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
52,US,Canada,North America,166,183271617,Fragrance,Devices,Hair,Beauty_box,Cosmetics,Prestige_skincare,Professional_skincare,0.0023568068,0.0020051238,0.0006415462,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.2374668191110691,0.26904715431829473,0.27494823438704985,0.18841262744735873,0.0,0.0,0.0,Beauty_Box_Cosmetics_Professional_Skincare_Prestige_Skincare,Hair_Fragrance_Devices,prestige_skincare,professional_skincare
53,US,Canada,North America,166,164677819,Fragrance,Prestige_skincare,Hair,Cosmetics,Devices,Beauty_box,Professional_skincare,0.0044751316,0.003775299,0.0025034256,0.0009960498,0.00024932958,-3.4028235e+38,-3.4028235e+38,0.5814950925807003,0.17510949296520398,0.0,0.0,0.0,0.0,0.0,Beauty_Box_Professional_Skincare,Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,beauty_box,professional_skincare
54,US,Canada,North America,166,112967247,Hair,Beauty_box,Fragrance,Devices,Cosmetics,Prestige_skincare,Professional_skincare,0.0013676994,-0.00065261126,-0.0016278457,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.0,0.1721216097907042,0.25569852136735355,0.24885197867689318,0.0,0.0,0.2652609793654924,Cosmetics_Professional_Skincare_Prestige_Skincare_Devices,Beauty_Box_Hair_Fragrance,devices,prestige_skincare
55,US,Canada,North America,166,176592742,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071278773,0.00048062485,0.00038984604,0.00021575764,-0.00010851375,-0.0007319823,-3.4028235e+38,0.0,0.5305708665884203,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
56,US,Canada,North America,166,115367394,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071048224,0.00047564693,0.00039250776,0.00021444447,-9.7543e-05,-0.00069057476,-3.4028235e+38,0.0,0.5069444445746568,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
57,US,Canada,North America,166,166554370,Devices,Fragrance,Hair,Beauty_box,Cosmetics,Prestige_skincare,Professional_skincare,0.0029376177,0.0028381273,7.220637e-05,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.3441648823350687,0.14457925712787145,0.2374222022697982,0.10682665796696965,0.0,0.0,0.0,Beauty_Box_Cosmetics_Professional_Skincare_Prestige_Skincare,Hair_Fragrance_Devices,beauty_box,prestige_skincare
58,US,Canada,North America,166,171133288,Cosmetics,Beauty_box,Fragrance,Devices,Hair,Prestige_skincare,Professional_skincare,0.0011228905,0.0010170564,0.001012994,-0.0004958231,-0.000784507,-3.4028235e+38,-3.4028235e+38,0.0,0.22068275888530844,0.5347806573983431,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,prestige_skincare,professional_skincare
59,US,Canada,North America,166,179506511,Professional_skincare,Fragrance,Cosmetics,Beauty_box,Devices,Hair,Prestige_skincare,0.0015612943,0.0014282092,0.00081606477,0.0004637898,-0.00041791878,-0.000710099,-3.4028235e+38,0.0,0.0,0.5224137861953737,0.0,0.0,0.0,0.0,Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Professional_Skincare_Devices,prestige_skincare,
60,US,Canada,North America,166,165146936,Professional_skincare,Devices,Prestige_skincare,Beauty_box,Hair,Fragrance,Cosmetics,0.002709119,0.0017464254,0.00043117488,-5.4381322e-05,-0.00027536973,-0.001588007,-3.4028235e+38,0.0,0.0,0.0,0.5029069770718734,0.0,0.0,0.0,Cosmetics,Beauty_Box_Hair_Fragrance_Professional_Skincare_Prestige_Skincare_Devices,cosmetics,
61,US,Canada,North America,166,81985491,Cosmetics,Fragrance,Beauty_box,Hair,Devices,Prestige_skincare,Professional_skincare,0.0014650947,0.0010042228,0.00078076683,-0.0005298685,-0.0005519369,-3.4028235e+38,-3.4028235e+38,0.0,0.3381886750455346,0.30621111800469103,0.0,0.0,0.0,0.0,Professional_Skincare_Prestige_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Devices,professional_skincare,prestige_skincare
62,US,Canada,North America,166,183997089,Fragrance,Hair,Devices,Cosmetics,Beauty_box,Prestige_skincare,Professional_skincare,0.005478657,0.0011264663,0.0004098002,-0.00026434544,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,0.23419980771046492,0.3305286375786753,0.10083833988057478,0.0,0.0,0.0,0.0,Beauty_Box_Professional_Skincare_Prestige_Skincare,Cosmetics_Hair_Fragrance_Devices,professional_skincare,beauty_box
63,US,Canada,North America,166,180605935,Cosmetics,Prestige_skincare,Hair,Beauty_box,Devices,Fragrance,Professional_skincare,0.00071364734,0.00048261508,0.00038889796,0.00021626242,-0.000112935435,-0.0007475624,-3.4028235e+38,0.0,0.5396929826039629,0.0,0.0,0.0,0.0,0.0,Professional_Skincare,Beauty_Box_Cosmetics_Hair_Fragrance_Prestige_Skincare_Devices,professional_skincare,
